Origin,Dest,Cancelled,Diverted,ArrDelay_YN,DepDelay_YN,Flights_Count,Origin_airport,Origin_city,Origin_state,Origin_lat,Origin_long,Dest_airport,Dest_city,Dest_state,Dest_lat,Dest_long
RNO,DEN,0.018477457501847747,0.0022172949002217295,0.328159645232816,0.2793791574279379,1353,Reno/Tahoe International,Reno,NV,39.49857611,-119.76806470000001,Denver Intl,Denver,CO,39.85840806,-104.6670019
RSW,DEN,0.0,0.0,0.6261261261261262,0.42342342342342343,222,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667,Denver Intl,Denver,CO,39.85840806,-104.6670019
SAN,DEN,0.008360250807524226,0.0015200456013680411,0.41744252327569825,0.39464183925517765,5263,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567,Denver Intl,Denver,CO,39.85840806,-104.6670019
SAT,DEN,0.006772908366533864,0.001195219123505976,0.41792828685258965,0.34143426294820717,2510,San Antonio International,San Antonio,TX,29.53369444,-98.46977778,Denver Intl,Denver,CO,39.85840806,-104.6670019
SBA,DEN,0.007142857142857143,0.0035714285714285713,0.35833333333333334,0.2630952380952381,840,Santa Barbara Municipal,Santa Barbara,CA,34.42621194,-119.8403733,Denver Intl,Denver,CO,39.85840806,-104.6670019
SDF,DEN,0.0078125,0.0,0.6536458333333334,0.2760416666666667,384,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736,Denver Intl,Denver,CO,39.85840806,-104.6670019
SEA,DEN,0.008304393779254115,0.0012079118224369622,0.4158236448739242,0.46232825003774725,6623,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.30931310000001,Denver Intl,Denver,CO,39.85840806,-104.6670019
SFO,DEN,0.012839598064756234,0.0005582433941198362,0.4817640491254187,0.4263118719761816,5374,San Francisco International,San Francisco,CA,37.61900194,-122.3748433,Denver Intl,Denver,CO,39.85840806,-104.6670019
SGF,DEN,0.02059202059202059,0.0,0.44015444015444016,0.3307593307593308,777,Springfield-Branson Regional,Springfield,MO,37.24432611,-93.38685806,Denver Intl,Denver,CO,39.85840806,-104.6670019
SJC,DEN,0.011444141689373298,0.0016348773841961854,0.3539509536784741,0.33188010899182563,3670,San Jose International,San Jose,CA,37.36186194,-121.92900890000001,Denver Intl,Denver,CO,39.85840806,-104.6670019
SLC,DEN,0.005178552163124393,0.0010788650339842486,0.3756608048333154,0.3580753047793721,9269,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731,Denver Intl,Denver,CO,39.85840806,-104.6670019
SMF,DEN,0.005410279531109108,0.0012022843402464682,0.4280132251277427,0.3781184250075143,3327,Sacramento International,Sacramento,CA,38.69542167,-121.5907669,Denver Intl,Denver,CO,39.85840806,-104.6670019
SNA,DEN,0.011725796752856284,0.0021046301864101023,0.41882140709561033,0.32832230907997595,3326,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.86822250000002,Denver Intl,Denver,CO,39.85840806,-104.6670019
STL,DEN,0.005761316872427984,0.0024691358024691358,0.38271604938271603,0.41275720164609053,2430,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972,Denver Intl,Denver,CO,39.85840806,-104.6670019
TPA,DEN,0.005319148936170213,0.000591016548463357,0.46808510638297873,0.35815602836879434,1692,Tampa International ,Tampa,FL,27.97547222,-82.53325,Denver Intl,Denver,CO,39.85840806,-104.6670019
TUL,DEN,0.012875536480686695,0.003678724708767627,0.39975475168608215,0.32127529123237275,1631,Tulsa International,Tulsa,OK,36.19837222,-95.88824167,Denver Intl,Denver,CO,39.85840806,-104.6670019
TUS,DEN,0.004435682602267127,0.0009857072449482504,0.354361754558896,0.30606209955643177,2029,Tucson International,Tucson,AZ,32.11608333,-110.94102779999999,Denver Intl,Denver,CO,39.85840806,-104.6670019
TVC,DEN,0.011235955056179775,0.011235955056179775,0.47191011235955055,0.43820224719101125,89,Cherry Capital,Traverse City,MI,44.74144472,-85.582235,Denver Intl,Denver,CO,39.85840806,-104.6670019
TYS,DEN,0.005870841487279843,0.0019569471624266144,0.4520547945205479,0.31898238747553814,511,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583,Denver Intl,Denver,CO,39.85840806,-104.6670019
XNA,DEN,0.010218978102189781,0.00291970802919708,0.4116788321167883,0.29781021897810217,685,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,36.28186944,-94.30681111,Denver Intl,Denver,CO,39.85840806,-104.6670019
ABQ,ELP,0.0,0.0,0.4455569461827284,0.4818523153942428,799,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
ATL,ELP,0.006956521739130435,0.0052173913043478265,0.5095652173913043,0.39652173913043476,575,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
AUS,ELP,0.0,0.0,0.3973313565604151,0.47516679021497404,1349,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
DAL,ELP,0.0035056967572304996,0.00043821209465381246,0.4469763365468887,0.6910604732690623,2282,Dallas Love ,Dallas,TX,32.84711389,-96.85177222,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
DEN,ELP,0.0018867924528301887,0.0,0.39622641509433965,0.3283018867924528,1060,Denver Intl,Denver,CO,39.85840806,-104.6670019,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
DFW,ELP,0.03,0.000689655172413793,0.5086206896551724,0.44517241379310346,2900,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
HOU,ELP,0.016472868217054265,0.0,0.45348837209302323,0.5222868217054264,1032,William P Hobby,Houston,TX,29.64541861,-95.27888889,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
IAH,ELP,0.011443661971830986,0.002640845070422535,0.4595070422535211,0.4128521126760563,1136,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
LAS,ELP,0.005758157389635317,0.0009596928982725527,0.354126679462572,0.553742802303263,1042,McCarran International,Las Vegas,NV,36.08036111,-115.15233329999998,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
LAX,ELP,0.0,0.0018587360594795538,0.3559479553903346,0.6384758364312267,1076,Los Angeles International,Los Angeles,CA,33.94253611,-118.40807439999999,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
LBB,ELP,0.0,0.0,0.1978021978021978,0.17307692307692307,364,Lubbock International,Lubbock,TX,33.66363889,-101.8227778,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
ONT,ELP,0.0,0.0,0.3769633507853403,0.306282722513089,382,Ontario International,Ontario,CA,34.056,-117.60119440000001,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
ORD,ELP,0.03731343283582089,0.0,0.5268656716417911,0.42388059701492536,670,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
PHX,ELP,0.002647412755716005,0.0007220216606498195,0.3865222623345367,0.4216606498194946,4155,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.00805559999999,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
SAN,ELP,0.0,0.00273224043715847,0.453551912568306,0.639344262295082,366,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
SAT,ELP,0.0007507507507507507,0.0007507507507507507,0.4466966966966967,0.4346846846846847,1332,San Antonio International,San Antonio,TX,29.53369444,-98.46977778,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
SLC,ELP,0.0,0.0,0.175,0.15833333333333333,120,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
TUS,ELP,0.011363636363636364,0.0,0.26136363636363635,0.5113636363636364,88,Tucson International,Tucson,AZ,32.11608333,-110.94102779999999,El Paso International,El Paso,TX,31.80666667,-106.37780559999999
ABQ,EWR,0.011976047904191617,0.0,0.2874251497005988,0.32934131736526945,167,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944,Newark Intl,Newark,NJ,40.69249722,-74.16866056
ACK,EWR,0.08547008547008547,0.0,0.5555555555555556,0.5641025641025641,234,Nantucket Memorial,Nantucket,MA,41.25305194,-70.06018139,Newark Intl,Newark,NJ,40.69249722,-74.16866056
ALB,EWR,0.04582651391162029,0.0,0.5122749590834698,0.397708674304419,611,Albany Cty,Albany,NY,42.74811944,-73.80297861,Newark Intl,Newark,NJ,40.69249722,-74.16866056
ATL,EWR,0.027777777777777776,0.0027404085700049826,0.5032386646736422,0.48903836571998005,8028,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Newark Intl,Newark,NJ,40.69249722,-74.16866056
AUS,EWR,0.008429926238145416,0.005268703898840885,0.45626975763962063,0.4309799789251844,949,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194,Newark Intl,Newark,NJ,40.69249722,-74.16866056
AVL,EWR,0.05927051671732523,0.001519756838905775,0.5197568389057751,0.560790273556231,658,Asheville Regional,Asheville,NC,35.43619444,-82.54180556,Newark Intl,Newark,NJ,40.69249722,-74.16866056
BDL,EWR,0.05483028720626632,0.0026109660574412533,0.48172323759791125,0.34856396866840733,766,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833,Newark Intl,Newark,NJ,40.69249722,-74.16866056
BGR,EWR,0.041044776119402986,0.007462686567164179,0.4925373134328358,0.4944029850746269,536,Bangor International,Bangor,ME,44.80744444,-68.82813889,Newark Intl,Newark,NJ,40.69249722,-74.16866056
BHM,EWR,0.0374251497005988,0.004491017964071856,0.4565868263473054,0.3727544910179641,668,Birmingham International,Birmingham,AL,33.56294306,-86.75354972,Newark Intl,Newark,NJ,40.69249722,-74.16866056
BNA,EWR,0.044662309368191724,0.006535947712418301,0.4046840958605665,0.41938997821350765,1836,Nashville International,Nashville,TN,36.12447667,-86.67818222,Newark Intl,Newark,NJ,40.69249722,-74.16866056
BOS,EWR,0.03579706412567602,0.001545197012619109,0.5683749678083956,0.44836466649497814,3883,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917,Newark Intl,Newark,NJ,40.69249722,-74.16866056
BTV,EWR,0.04323094425483504,0.0022753128555176336,0.5938566552901023,0.5073947667804323,879,Burlington International,Burlington,VT,44.47300361,-73.1503125,Newark Intl,Newark,NJ,40.69249722,-74.16866056
BUF,EWR,0.05105513955071477,0.002722940776038121,0.48196051735874745,0.4132062627637849,1469,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667,Newark Intl,Newark,NJ,40.69249722,-74.16866056
BWI,EWR,0.03550295857988166,0.0,0.4990138067061144,0.46548323471400394,507,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833,Newark Intl,Newark,NJ,40.69249722,-74.16866056
CAE,EWR,0.08771929824561403,0.0043859649122807015,0.5146198830409356,0.46345029239766083,684,Columbia Metropolitan,Columbia,SC,33.93884,-81.11953944,Newark Intl,Newark,NJ,40.69249722,-74.16866056
CHS,EWR,0.061526479750778816,0.003894080996884735,0.4485981308411215,0.40264797507788164,1284,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583,Newark Intl,Newark,NJ,40.69249722,-74.16866056
CLE,EWR,0.010926365795724466,0.0019002375296912114,0.4855106888361045,0.45700712589073633,2105,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667,Newark Intl,Newark,NJ,40.69249722,-74.16866056
CLT,EWR,0.037964051738619185,0.0028557030068872835,0.5005879388543591,0.500923903913993,5953,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583,Newark Intl,Newark,NJ,40.69249722,-74.16866056
CMH,EWR,0.06682867557715674,0.002430133657351154,0.46597812879708383,0.42770352369380316,1646,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278,Newark Intl,Newark,NJ,40.69249722,-74.16866056
CVG,EWR,0.051712992889463474,0.003878474466709761,0.5436328377504848,0.4667097608274079,3094,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725,Newark Intl,Newark,NJ,40.69249722,-74.16866056
DAB,EWR,0.022508038585209004,0.00964630225080386,0.44694533762057875,0.45980707395498394,311,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556,Newark Intl,Newark,NJ,40.69249722,-74.16866056
DAY,EWR,0.05907172995780591,0.0031645569620253164,0.41877637130801687,0.35864978902953587,948,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375,Newark Intl,Newark,NJ,40.69249722,-74.16866056
DCA,EWR,0.06815203145478375,0.001310615989515072,0.45303626037570993,0.3892529488859764,2289,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222,Newark Intl,Newark,NJ,40.69249722,-74.16866056
DEN,EWR,0.013248058474189127,0.005025125628140704,0.5587026039287346,0.6272270443124714,2189,Denver Intl,Denver,CO,39.85840806,-104.6670019,Newark Intl,Newark,NJ,40.69249722,-74.16866056
DFW,EWR,0.037285407725321885,0.006706008583690987,0.506706008583691,0.49973175965665234,3728,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372,Newark Intl,Newark,NJ,40.69249722,-74.16866056
DTW,EWR,0.05235482395976223,0.002514860539551898,0.551440329218107,0.4718792866941015,4374,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583,Newark Intl,Newark,NJ,40.69249722,-74.16866056
EGE,EWR,0.00966183574879227,0.043478260869565216,0.5458937198067633,0.5507246376811594,207,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FLL,EWR,0.008350259535093659,0.004965019183028662,0.5134281200631912,0.5330625141051681,4431,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275,Newark Intl,Newark,NJ,40.69249722,-74.16866056
GRR,EWR,0.022336769759450172,0.0,0.4725085910652921,0.4518900343642612,582,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778,Newark Intl,Newark,NJ,40.69249722,-74.16866056
GSO,EWR,0.0686184812442818,0.0036596523330283625,0.43275388838060386,0.43183897529734677,1093,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975,Newark Intl,Newark,NJ,40.69249722,-74.16866056
GSP,EWR,0.058653846153846154,0.0009615384615384616,0.4423076923076923,0.35096153846153844,1040,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833,Newark Intl,Newark,NJ,40.69249722,-74.16866056
HDN,EWR,0.06666666666666667,0.06666666666666667,0.5333333333333333,0.5333333333333333,15,Yampa Valley,Hayden,CO,40.48118028,-107.21765970000001,Newark Intl,Newark,NJ,40.69249722,-74.16866056
HPN,EWR,0.0,0.0,0.0,1.0,1,Westchester Cty,White Plains,NY,41.06695778,-73.70757444,Newark Intl,Newark,NJ,40.69249722,-74.16866056
IAD,EWR,0.06815642458100558,0.002793296089385475,0.453072625698324,0.376536312849162,1790,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972,Newark Intl,Newark,NJ,40.69249722,-74.16866056
IAH,EWR,0.0078085642317380355,0.005037783375314861,0.5209068010075567,0.7738035264483627,3970,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222,Newark Intl,Newark,NJ,40.69249722,-74.16866056
IND,EWR,0.027373325567850902,0.0023296447291788003,0.5259172976121141,0.46126965637740247,1717,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417,Newark Intl,Newark,NJ,40.69249722,-74.16866056
JAN,EWR,0.01652892561983471,0.0,0.371900826446281,0.256198347107438,121,Jackson International,Jackson,MS,32.31116667,-90.07588889,Newark Intl,Newark,NJ,40.69249722,-74.16866056
JAX,EWR,0.024667931688804556,0.0031625553447185324,0.4939911448450348,0.4845034788108792,1581,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111,Newark Intl,Newark,NJ,40.69249722,-74.16866056
LAS,EWR,0.00897052541648868,0.007261853908586074,0.45194361384023923,0.4826997009824861,2341,McCarran International,Las Vegas,NV,36.08036111,-115.15233329999998,Newark Intl,Newark,NJ,40.69249722,-74.16866056
LAX,EWR,0.014465989535241613,0.008002462296091105,0.5158510310864881,0.6140350877192983,3249,Los Angeles International,Los Angeles,CA,33.94253611,-118.40807439999999,Newark Intl,Newark,NJ,40.69249722,-74.16866056
LEX,EWR,0.035897435897435895,0.005128205128205128,0.4641025641025641,0.4846153846153846,390,Blue Grass ,Lexington,KY,38.03697222,-84.60538889,Newark Intl,Newark,NJ,40.69249722,-74.16866056
LIT,EWR,0.030211480362537766,0.00906344410876133,0.37462235649546827,0.26586102719033233,331,Adams ,Little Rock,AR,34.72939611,-92.22424556,Newark Intl,Newark,NJ,40.69249722,-74.16866056
MCI,EWR,0.055586436909394105,0.0033351862145636463,0.49694274596998333,0.44858254585881047,1799,Kansas City International,Kansas City,MO,39.29760528,-94.71390556,Newark Intl,Newark,NJ,40.69249722,-74.16866056
MCO,EWR,0.00884066706851517,0.003817560779586096,0.49467550733373516,0.546112115732369,4977,Orlando International,Orlando,FL,28.42888889,-81.31602778,Newark Intl,Newark,NJ,40.69249722,-74.16866056
MDW,EWR,0.07194244604316546,0.0035971223021582736,0.4892086330935252,0.4316546762589928,278,Chicago Midway,Chicago,IL,41.7859825,-87.75242444,Newark Intl,Newark,NJ,40.69249722,-74.16866056
MEM,EWR,0.02905982905982906,0.007692307692307693,0.6162393162393163,0.5769230769230769,1170,Memphis International,Memphis,TN,35.04241667,-89.97666667,Newark Intl,Newark,NJ,40.69249722,-74.16866056
MHT,EWR,0.05321507760532151,0.0007390983000739098,0.4826311899482631,0.3858093126385809,1353,Manchester,Manchester,NH,42.93451639,-71.43705583,Newark Intl,Newark,NJ,40.69249722,-74.16866056
MIA,EWR,0.014966933518969718,0.005569091541942221,0.49634528367560043,0.5280194918203968,2873,Miami International,Miami,FL,25.79325,-80.29055556,Newark Intl,Newark,NJ,40.69249722,-74.16866056
MKE,EWR,0.06061806656101426,0.005942947702060222,0.5554675118858954,0.5099049128367671,2524,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333,Newark Intl,Newark,NJ,40.69249722,-74.16866056
MSN,EWR,0.06070287539936102,0.003194888178913738,0.536741214057508,0.5814696485623003,313,Dane County Regional,Madison,WI,43.13985778,-89.33751361,Newark Intl,Newark,NJ,40.69249722,-74.16866056
MSP,EWR,0.041666666666666664,0.0022264631043256997,0.5270356234096693,0.47932569974554706,3144,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225,Newark Intl,Newark,NJ,40.69249722,-74.16866056
MSY,EWR,0.026572187776793623,0.006200177147918512,0.44906997342781224,0.4428697962798937,1129,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778,Newark Intl,Newark,NJ,40.69249722,-74.16866056
MTJ,EWR,0.0,0.047619047619047616,0.3333333333333333,0.6190476190476191,21,Montrose Regional,Montrose,CO,38.50886722,-107.89383329999998,Newark Intl,Newark,NJ,40.69249722,-74.16866056
MYR,EWR,0.01282051282051282,0.01282051282051282,0.5470085470085471,0.6153846153846154,234,Myrtle Beach International,Myrtle Beach,SC,33.67975,-78.92833333,Newark Intl,Newark,NJ,40.69249722,-74.16866056
OKC,EWR,0.0221606648199446,0.008310249307479225,0.24653739612188366,0.12188365650969529,361,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389,Newark Intl,Newark,NJ,40.69249722,-74.16866056
OMA,EWR,0.06481481481481481,0.007407407407407408,0.4787037037037037,0.4685185185185185,1080,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306,Newark Intl,Newark,NJ,40.69249722,-74.16866056
ORD,EWR,0.05255087817117368,0.0019514914970727628,0.5151937552272093,0.5363813771954279,7174,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,Newark Intl,Newark,NJ,40.69249722,-74.16866056
ORF,EWR,0.07631578947368421,0.0,0.42894736842105263,0.4368421052631579,380,Norfolk International,Norfolk,VA,36.89461111,-76.20122222,Newark Intl,Newark,NJ,40.69249722,-74.16866056
PBI,EWR,0.010830324909747292,0.004693140794223827,0.4805054151624549,0.5191335740072203,2770,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417,Newark Intl,Newark,NJ,40.69249722,-74.16866056
PDX,EWR,0.0072254335260115606,0.004335260115606936,0.48121387283236994,0.4161849710982659,692,Portland Intl,Portland,OR,45.58872222,-122.5975,Newark Intl,Newark,NJ,40.69249722,-74.16866056
PHL,EWR,0.0,0.0,0.10526315789473684,0.2631578947368421,19,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083,Newark Intl,Newark,NJ,40.69249722,-74.16866056
PHX,EWR,0.0058162078324932144,0.004265219077161691,0.48080651415277237,0.5645599069406747,2579,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.00805559999999,Newark Intl,Newark,NJ,40.69249722,-74.16866056
PIT,EWR,0.038748137108792845,0.0029806259314456036,0.5201192250372578,0.44411326378539495,671,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083,Newark Intl,Newark,NJ,40.69249722,-74.16866056
PVD,EWR,0.0662431941923775,0.0,0.5417422867513612,0.4573502722323049,1102,Theodore F Green State,Providence,RI,41.72399917,-71.42822111,Newark Intl,Newark,NJ,40.69249722,-74.16866056
PWM,EWR,0.06612685560053981,0.004048582995951417,0.5222672064777328,0.4251012145748988,741,Portland International Jetport,Portland,ME,43.64616667,-70.30875,Newark Intl,Newark,NJ,40.69249722,-74.16866056
RDU,EWR,0.05806182121971595,0.0020885547201336674,0.4348370927318296,0.4143692564745196,2394,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222,Newark Intl,Newark,NJ,40.69249722,-74.16866056
RIC,EWR,0.03299492385786802,0.0006345177664974619,0.4536802030456853,0.33946700507614214,1576,Richmond International,Richmond,VA,37.50516667,-77.31966667,Newark Intl,Newark,NJ,40.69249722,-74.16866056
ROC,EWR,0.05680600214362272,0.003215434083601286,0.5680600214362272,0.48767416934619506,933,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389,Newark Intl,Newark,NJ,40.69249722,-74.16866056
RSW,EWR,0.013874066168623266,0.0048025613660619,0.4978655282817503,0.5170757737459979,1874,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667,Newark Intl,Newark,NJ,40.69249722,-74.16866056
SAN,EWR,0.006779661016949152,0.006779661016949152,0.4703389830508475,0.5805084745762712,1180,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567,Newark Intl,Newark,NJ,40.69249722,-74.16866056
SAT,EWR,0.01781970649895178,0.011530398322851153,0.4832285115303983,0.44339622641509435,954,San Antonio International,San Antonio,TX,29.53369444,-98.46977778,Newark Intl,Newark,NJ,40.69249722,-74.16866056
SAV,EWR,0.055900621118012424,0.007985803016858917,0.5093167701863354,0.4676131322094055,1127,Savannah International,Savannah,GA,32.12758333,-81.20213889,Newark Intl,Newark,NJ,40.69249722,-74.16866056
SDF,EWR,0.03278688524590164,0.0057859209257473485,0.476374156219865,0.4570877531340405,1037,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736,Newark Intl,Newark,NJ,40.69249722,-74.16866056
SEA,EWR,0.00839091806515301,0.0024679170779861796,0.5098716683119447,0.5636722606120435,2026,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.30931310000001,Newark Intl,Newark,NJ,40.69249722,-74.16866056
SFO,EWR,0.015938795027095953,0.004781638508128785,0.5062161300605674,0.5540325151418553,3137,San Francisco International,San Francisco,CA,37.61900194,-122.3748433,Newark Intl,Newark,NJ,40.69249722,-74.16866056
SJC,EWR,0.01,0.0,0.33,0.455,200,San Jose International,San Jose,CA,37.36186194,-121.92900890000001,Newark Intl,Newark,NJ,40.69249722,-74.16866056
SLC,EWR,0.008620689655172414,0.0024630541871921183,0.45073891625615764,0.4630541871921182,812,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731,Newark Intl,Newark,NJ,40.69249722,-74.16866056
SNA,EWR,0.011530398322851153,0.006289308176100629,0.4863731656184486,0.6205450733752621,954,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.86822250000002,Newark Intl,Newark,NJ,40.69249722,-74.16866056
SRQ,EWR,0.010025062656641603,0.005012531328320802,0.45864661654135336,0.44360902255639095,399,Sarasota Bradenton International,Sarasota,FL,27.39533333,-82.55411111,Newark Intl,Newark,NJ,40.69249722,-74.16866056
STL,EWR,0.07420289855072464,0.002318840579710145,0.46260869565217394,0.43478260869565216,1725,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972,Newark Intl,Newark,NJ,40.69249722,-74.16866056
SYR,EWR,0.038922155688622756,0.001996007984031936,0.5029940119760479,0.38323353293413176,1002,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056,Newark Intl,Newark,NJ,40.69249722,-74.16866056
TPA,EWR,0.010927035600986958,0.0021149101163200562,0.4853718716954529,0.5111032781106803,2837,Tampa International ,Tampa,FL,27.97547222,-82.53325,Newark Intl,Newark,NJ,40.69249722,-74.16866056
TUL,EWR,0.020348837209302327,0.00872093023255814,0.3023255813953488,0.19186046511627908,344,Tulsa International,Tulsa,OK,36.19837222,-95.88824167,Newark Intl,Newark,NJ,40.69249722,-74.16866056
TUS,EWR,0.0,0.0,0.4731182795698925,0.6236559139784946,186,Tucson International,Tucson,AZ,32.11608333,-110.94102779999999,Newark Intl,Newark,NJ,40.69249722,-74.16866056
TYS,EWR,0.013824884792626729,0.004608294930875576,0.4700460829493088,0.41781874039938555,651,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583,Newark Intl,Newark,NJ,40.69249722,-74.16866056
XNA,EWR,0.03302752293577982,0.003669724770642202,0.5155963302752293,0.48623853211009177,545,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,36.28186944,-94.30681111,Newark Intl,Newark,NJ,40.69249722,-74.16866056
ABQ,HOU,0.016815034619188922,0.003956478733926805,0.3323442136498516,0.466864490603363,1011,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944,William P Hobby,Houston,TX,29.64541861,-95.27888889
ATL,HOU,0.02282215418870025,0.0016699137211244085,0.4645143334261063,0.39771778458113,3593,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,William P Hobby,Houston,TX,29.64541861,-95.27888889
AUS,HOU,0.018111254851228976,0.0008624407072013799,0.4282018111254851,0.47089262613195343,2319,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194,William P Hobby,Houston,TX,29.64541861,-95.27888889
BHM,HOU,0.017980636237897647,0.0013831258644536654,0.3941908713692946,0.4661134163208852,723,Birmingham International,Birmingham,AL,33.56294306,-86.75354972,William P Hobby,Houston,TX,29.64541861,-95.27888889
BNA,HOU,0.017287234042553192,0.003989361702127659,0.4328457446808511,0.5186170212765957,1504,Nashville International,Nashville,TN,36.12447667,-86.67818222,William P Hobby,Houston,TX,29.64541861,-95.27888889
BWI,HOU,0.030903328050713153,0.002377179080824089,0.4326465927099842,0.6465927099841522,1262,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833,William P Hobby,Houston,TX,29.64541861,-95.27888889
CRP,HOU,0.02431453698913606,0.0036213140196585617,0.2964304190377651,0.363683393688567,1933,Corpus Christi International,Corpus Christi,TX,27.77036083,-97.50121528,William P Hobby,Houston,TX,29.64541861,-95.27888889
DAL,HOU,0.0449438202247191,0.005107252298263534,0.47824310520939733,0.5865168539325842,9790,Dallas Love ,Dallas,TX,32.84711389,-96.85177222,William P Hobby,Houston,TX,29.64541861,-95.27888889
